volume	part	number	page	author	title	book	oreg	odat	id	rdat	claimants	previous	new_matter	see_also_ren	see_also_reg	notes	full_text
21	1A	1	1	ABBE, PATIENCE.	No place like home. By Patience, Richard & John Abbe.		A140107	1940-04-10	R408386	1967-04-18	Patience, Richard & John Abbe|A						ABBE, PATIENCE. No place like home. By Patience, Richard & John Abbe. © 10Apr40; A140107. Patience, Richard & John Abbe (A); 18Apr67; R408386.
21	1A	1	1	ABBOTT, DAISY T.	The indoor gardener.		A135907	1939-11-27	R411055	1967-06-05	Thomson S. Abbott|C						ABBOTT, DAISY T. The indoor gardener. © 27Nov39; A135907. Thomson S. Abbott (C); 5Jun67; R411055.
21	1A	1	1	ABBOTT, E. C.	We pointed them north; recollections of a cowpuncher. By E. C. Abbott (Teddy Blue) & Helena Huntington Smith. Illustrated with drawings by Rose Santee.		A128326	1939-04-26	R405950	1967-03-17	Mary Abbott Matejcek|C||Helena Huntington Smith|A						ABBOTT, E. C. We pointed them north; recollections of a cowpuncher. By E. C. Abbott (Teddy Blue) & Helena Huntington Smith. Illustrated with drawings by Rose Santee. © 26Apr39; A128326. Mary Abbott Matejcek (C) & Helena Huntington Smith (A); 17Mar67; R405950.
21	1A	1	1	ABBOTT, EDITH.	Public assistance; American principles and policies. Vol. 1.		A141810	1940-06-01	R412013	1967-06-14	Edith Abbott|A						ABBOTT, EDITH. Public assistance; American principles and policies. Vol. 1. © 1Jun40; A141810. Edith Abbott (A); 14Jun67; R412013.
21	1A	1	1	ABBOTT, JANE.	To have, to keep.		A130201	1939-06-14	R404341	1967-02-21	Frank A. Abbott|C						ABBOTT, JANE. To have, to keep. © 14Jun39; A130201. Frank A. Abbott (C); 21Feb67; R404341.
21	1A	1	2		ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION. Cumulative pamphlet. Feb40.		A138176	1940-02-08	R407346	1967-04-06	West Pub. Co. & Lawyers Co-operative Pub. Co.|PWH						ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION. Cumulative pamphlet. © West Pub. Co. & Lawyers Co-operative Pub. Co. (PWH) Feb40. © 8Feb40; A138176. 6Apr67; R407346.
21	1A	1	2	ABRAMOVITZ, MOSES.	An approach to a price theory for a changing economy.		A129000	1939-04-03	R407683	1967-04-03	Moses Abramovitz|A						ABRAMOVITZ, MOSES. An approach to a price theory for a changing economy. © 3Apr39; A129000. Moses Abramovitz (A); 3Apr67; R407683.
21	1A	1	2	ACADEMY OF POLITICAL SCIENCE.	The preservation of democracy, America's preparedness. (Proceedings of the Academy of Political Science, May 1939). Edited by John A. Krout.		A131374	1939-06-07	R407254	1967-04-03	Academy of Political Science|PWH						ACADEMY OF POLITICAL SCIENCE. The preservation of democracy, America's preparedness. (Proceedings of the Academy of Political Science, May 1939). Edited by John A. Krout. © 7Jun39; A131374. Academy of Political Science (PWH); 3Apr67; R407254.
21	1A	1	2		LES ACTES DES APOTRES. Traduction faite sur le texte original par le chanoine A. Crampon. Traduction, introduction et notes revues par A. Tricot.		AF46155	1939-08-15	R411896	1967-06-15	Desclee & Cie|PWH						LES ACTES DES APOTRES. Traduction faite sur le texte original par le chanoine A. Crampon. Traduction, introduction et notes revues par A. Tricot. © 15Aug39; AF46155. Desclee & Cie (PWH); 15Jun67; R411896.
21	1A	1	2	ADAMS, ERLIN HOGAN.	The four funny men, by Erlin Hogan. Illus. by Inez Hogan.		A130187	1939-06-26	R408255	1967-04-12	Erlin Hogan|Erlin Hogan Adams|||A						ADAMS, ERLIN HOGAN. The four funny men, by Erlin Hogan. Illus. by Inez Hogan. © 26Jun39; A130187. Erlin Hogan (Erlin Hogan Adams) (A); 12Apr67; R408255.
21	1A	1	2	ADAMS, FREDERICK B., JR.	Radical literature in America.		A129343	1939-05-01	R408628	1967-04-20	Frederick B. Adams, Jr.|A						ADAMS, FREDERICK B., JR. Radical literature in America. © 1May39; A129343. Frederick B. Adams, Jr. (A); 20Apr67; R408628.
21	1A	1	3	ADAMS, NORMAN ILSLEY, JR.	Electrodynamics. By Norman I. Adams, Jr. & Leigh Page.		A140574	1940-05-15	R410636	1967-05-25	Norman I. Adams, Jr. & Leigh Page|A						ADAMS, NORMAN ILSLEY, JR. Electrodynamics. By Norman I. Adams, Jr. & Leigh Page. © 15May40; A140574. Norman I. Adams, Jr. & Leigh Page (A); 25May67; R410636.
