volume	part	number	page	author	title	book	oreg	odat	id	rdat	claimants	previous	new_matter	see_also_ren	see_also_reg	notes	full_text
25	1A	1	1		ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION. Vol.1-42. 1943 cumulative annual pocket part.		AA443544	1943-11-23	R501767	1971-03-08	West Pub. Co. & Lawyers Co-operative Pub. Co.|PWH						ABBOTT NEW YORK DIGEST, CONSOLIDATED EDITION. Vol.1-42. 1943 cumulative annual pocket part. © 23Nov43; AA443544. West Pub. Co. & Lawyers Co-operative Pub. Co. (PWH); 8Mar71; R501767.
25	1A	1	1	ABELL, AARON IGNATIUS.	The urban impact on American Protestantism, 1865-1900.		A176130	1942-10-07	R498122	1971-01-07	President & Fellows of Harvard College|PWH						ABELL, AARON IGNATIUS. The urban impact on American Protestantism, 1865-1900. © 7Oct42; A176130. President & Fellows of Harvard College (PWH); 7Jan71; R498122.
25	1A	1	1	ACADEMY OF POLITICAL SCIENCE, NEW YORK.	Mobilization of manpower and pressing the fight for freedom. Edited by John A. Krout. (Proceedings of the Academy of Political Science, May 1943)		AA429409	1943-05-14	R501627	1971-03-11	Academy of Political Science|PWH						ACADEMY OF POLITICAL SCIENCE, NEW YORK. Mobilization of manpower and pressing the fight for freedom. Edited by John A. Krout. (Proceedings of the Academy of Political Science, May 1943) © 14May43; AA429409. Academy of Political Science (PWH); 11Mar71; R501627.
25	1A	1	1	ACADEMY OF POLITICAL SCIENCE, NEW YORK.	The problems of total war and roads to victory. Edited by John A. Krout. (Proceedings of the Academy of Political Science, January 1944)		AA444670	1943-12-21	R501628	1971-03-11	Academy of Political Science|PWH						ACADEMY OF POLITICAL SCIENCE, NEW YORK. The problems of total war and roads to victory. Edited by John A. Krout. (Proceedings of the Academy of Political Science, January 1944) © 21Dec43; AA444670. Academy of Political Science (PWH); 11Mar71; R501628.
25	1A	1	1	ACCORDION MUSIC PUB. CO.	Ampco 12 to 48 bass method for accordion.		AA455135	1944-04-12	R504982	1971-05-03	Accordion Music Pub. Co.|PWH						ACCORDION MUSIC PUB. CO. Ampco 12 to 48 bass method for accordion. © 12Apr44; AA455135. Accordion Music Pub. Co. (PWH); 3May71; R504982.
25	1A	1	1	ACCORDION MUSIC PUB. CO.	First steps to the accordion, 12 bass method.		AA458865	1944-05-27	R506903	1971-06-01	Accordion Music Pub. Co.|PWH						ACCORDION MUSIC PUB. CO. First steps to the accordion, 12 bass method. © 27May44; AA458865. Accordion Music Pub. Co. (PWH); 1Jun71; R506903.
25	1A	1	2	ACKER, HELEN.	Three boys of old Russia. Illustrated by Zhenya Gay.		A179509	1944-03-22	R508102	1971-06-25	Arthur B. Anderson|Wr of H. Acker						ACKER, HELEN. Three boys of old Russia. Illustrated by Zhenya Gay. © 22Mar44; A179509. Arthur B. Anderson (Wr of H. Acker); 25Jun71; R508102.
25	1A	1	2	ADAMS, CLEVE F.	The crooking finger.		A180175	1944-04-19	R504826	1971-04-22	Vera G. Adams|W						ADAMS, CLEVE F. The crooking finger. © 19Apr44; A180175. Vera G. Adams (W); 22Apr71; R504826.
25	1A	1	2	ADAMS, HAMPTON.	Christian answers to war questions.		A171759	1943-03-05	R499172	1971-01-22	Hampton Adams|A						ADAMS, HAMPTON. Christian answers to war questions. © 5Mar43; A171759. Hampton Adams (A); 22Jan71; R499172.
25	1A	1	2	ADAMS, NICHOLSON B.	The heritage of Spain; an introduction to Spanish civilization.		A177175	1943-11-23	R504625	1971-04-16	Nicholson B. Adams|A						ADAMS, NICHOLSON B. The heritage of Spain; an introduction to Spanish civilization. © 23Nov43; A177175. Nicholson B. Adams (A); 16Apr71; R504625.
25	1A	1	2	ADAMS, SAMUEL HOPKINS.	Canal town.		A180295	1944-04-24	R507192	1971-06-18	Hester H. Adams & Katherine A. Adell|C						ADAMS, SAMUEL HOPKINS. Canal town. © 24Apr44; A180295. Hester H. Adams & Katherine A. Adell (C); 18Jun71; R507192.
25	1A	1	2	ADAMS, VEOTTA MCKINLEY.	Captain Joe and the eskimo. Pictures by Barney Tobey.		A175744	1943-09-15	R500327	1971-02-03	Veotta McKinley Adams|A						ADAMS, VEOTTA MCKINLEY. Captain Joe and the eskimo. Pictures by Barney Tobey. © 15Sep43; A175744. Veotta McKinley Adams (A); 3Feb71; R500327.
