entry_id	volume	part	number	page	author	title	oreg	odat	id	rdat	claimants	previous	new_matter	see_also_ren	see_also_reg	notes	full_text
7802bb92-cd22-51a2-8e85-17328cc44960	6	1A	1	1	James J. Barbour.	ABBOTT, AUSTIN. A brief for the trial of criminal cases. 3d and enl. ed.	A822754	1925-03-28	R96000	1952-06-09	The Lawyers Co-operative Pub. Co.|PWH						ABBOTT, AUSTIN. A brief for the trial of criminal cases. 3d and enl. ed., by James J. Barbour. © 28Mar25, A822754. R96000, 9Jun52, The Lawyers Co-operative Pub. Co. (PWH)
e97ec74c-6d39-544b-84e7-5eccffa0face	6	1A	1	1		ABBOTT, AUSTIN. Digest of all the New York reports. 1923.	A800081	1924-06-25	R94184	1952-04-28	The Lawyers Co-operative Pub. Co.|PCW						ABBOTT, AUSTIN. Digest of all the New York reports. 1923. © 25Jun24, A800081. R94184, 28Apr52, The Lawyers Co-operative Pub. Co. (PCW)
404e3a53-18b8-515c-8251-f3cf9c7a3c5e	6	1A	1	1		ABT, ISAAC ARTHUR, ed. Pediatrics. Vol. 3-5. v. 3.	A777969	1924-04-07	R89108	1952-01-18	W. B. Saunders Co.|PCW						ABT, ISAAC ARTHUR, ed. Pediatrics. Vol. 3-5. © W. B. Saunders Co. (PCW) v. 3. © 7Apr24, A777969. R89108, 18Jan52.
e358faf0-65c7-5e4b-9d65-0fdaf3a1aaa1	6	1A	1	1		ABT, ISAAC ARTHUR, ed. Pediatrics. Vol. 3-5. v. 4.	A807837	1924-10-22	R89888	1952-01-31	W. B. Saunders Co.|PCW						ABT, ISAAC ARTHUR, ed. Pediatrics. Vol. 3-5. © W. B. Saunders Co. (PCW) v. 4. © 22Oct24, A807837. R89888, 31Jan52.
1c14691c-3574-5a80-bb30-bf9c4dfabbf0	6	1A	1	1		ABT, ISAAC ARTHUR, ed. Pediatrics. Vol. 3-5. v. 5.	A808987	1924-11-18	R89889	1952-01-31	W. B. Saunders Co.|PCW						ABT, ISAAC ARTHUR, ed. Pediatrics. Vol. 3-5. © W. B. Saunders Co. (PCW) v. 5. © 18Nov24, A808987. R89889, 31Jan52.
2eb0f847-b53e-557f-8e51-50a2bc2918b0	6	1A	1	1		ACEVEDO, HERMINIA. Libro segundo de lectura, por Herminia Acevedo y Manuela Dalmau. (Serie Blasco Ibáñez)	A800005	1924-06-06	R88238	1951-12-27	Herminia Acevedo & Manuela Dalmau|A						ACEVEDO, HERMINIA. Libro segundo de lectura, por Herminia Acevedo y Manuela Dalmau. (Serie Blasco Ibáñez) © 6Jun24, A800005. R88238, 27Dec51, Herminia Acevedo & Manuela Dalmau (A)
390e071c-97c1-5614-a34f-0a5cffac771c	6	1A	1	1		ADAMS, ALICE DANA. The inclusive dictionary concordance. Holman pronouncing ed.	A823141	1925-02-10	R95900	1952-06-06	A. J. Holman Co.|PWH						ADAMS, ALICE DANA. The inclusive dictionary concordance. Holman pronouncing ed. © 10Feb25, A823141. R95900, 6Jun52, A. J. Holman Co. (PWH)
1a3d639d-cd0c-5cef-99cf-e22060c5922f	6	1A	1	1		ALABAMA. SUPREME COURT. Report of cases argued and determined in the Supreme Court of Alabama during the October terms, 1923-1924, 1924-1925. By Noble H. Seay, reporter of decisions. Vol. 211.	A823792	1925-01-31	R93079	1952-04-04	State of Alabama|PWH						ALABAMA. SUPREME COURT. Report of cases argued and determined in the Supreme Court of Alabama during the October terms, 1923-1924, 1924-1925. By Noble H. Seay, reporter of decisions. Vol. 211. © 31Jan25, A823792. R93079, 4Apr52, State of Alabama (PWH)
75eb7d59-540a-5d5c-9496-e1c35cb6e998	6	1A	1	2		ALARCÓN, PEDRO ANTONIO DE. El final de Norma, edited with notes and vocabulary by Leslie Parker Brown.	A777407	1924-02-11	R88226	1951-12-27	Leslie Parker Brown|A		introd., notes, vocabulary & illus.				ALARCÓN, PEDRO ANTONIO DE. El final de Norma, edited with notes and vocabulary by Leslie Parker Brown. © on introd., notes, vocabulary & illus.; 11Feb24, A777407. R88226, 27Dec51, Leslie Parker Brown (A)
f87e5606-4729-53c5-b2c6-adcb3e60a0f0	6	1A	1	2		ALDINGTON, HILDA (DOOLITTLE) Collected poems of H. D.	A829324	1925-05-01	R96088	1952-06-11	Hilda Doolittle|A						ALDINGTON, HILDA (DOOLITTLE) Collected poems of H. D. © 1May25, A829324. R96088, 11Jun52, Hilda Doolittle (A)
