entry_id	volume	part	number	page	auth	titl	oreg	odat	id	dreg	claimants	previous	new_matter	see_also_ren	see_also_reg	note	full_text
b74fcf77-c248-8eb3-57c8-4cb800caf648					Charlotte Jay, pseud. of Geraldine Ma[r]y Jay.	Beat not the bones.	A80269	1953-02-04	RE107436	1981-10-26	Charlotte Jay|A	Pub. abroad|1952-01-21|AI-3504					
1f9085ec-eca8-f57a-0ed4-30bcf6854be0					J. B. Phillips.	The Gospels translated into modern English.	A79056	1953-02-10	RE101934	1981-10-05	J. B. Phillips|A	Pub. abroad|1952-09-01|AI-3548					
2e020f51-fe34-09e5-fa02-5a486d7c4f01					John Coates.	Faithful in my fashion.	A86235	1953-04-14	RE101828	1981-10-05	John Coates|A	Pub. abroad|1952-10-13|AI-3598				renewed as RE 73-564.	
4983be80-1059-269e-895a-5c4026f3c9d6						Picaroon.  Text: Ernest Dudley.	A87624	1953-04-14	RE105565	1981-11-16	Ernest Dudley|A	Pub. abroad|1952-04-23|AIO-3603					
ce99b5ef-2ce1-6ea6-5329-2428d80d1372					Donald Gallup.	T.S. Eliot; a bibliography.	A91417	1953-04-17	RE93868	1981-02-09	Donald Gallup|A	Pub. abroad,|1952-11-21|AI-3690					
66a72106-7fdb-c9e9-3512-b0c84fd7fe8b					Josephine Tey, pseud. of Elizabeth MacKintosh.	The Singing sands.	A90775	1953-05-12	RE101937	1981-10-05		Pub. abroad|1952-09-24|AI-2653					
0bbc13b5-fbb1-4af9-c3de-df1f16086f41					Helen Reilly.	The Velvet hand.	A94257	1953-05-12	RE105233	1981-11-12	Katherine Reilly|C	Pub. abroad|1952-12-20|AI-3728					
d445399f-9417-e000-8dcc-dd8ee3985ab6					Emily Wooldridge & Laurence Irving.	The Wreck of the Maid of Athens; being the journal of Emily Wooldridge, 1869-1870.	A93628	1953-05-26	RE101936	1981-10-05		Pub. abroad|1952-11-22|AI-3699					
72d1f70e-66c6-3c4e-800c-8dbd20db3912						The Collected plays of W. B. Yeats.	DP1453	1953-06-01	RE99640	1981-08-25		Pub. abroad|1952-09-26|AI-3675				RE 73-565.	
56f6d367-4070-8957-b0b2-7914a47bdd7f					Warwick Scott, pseud. of Elleston Trevor.	Doomsday.	A119123	1953-07-03	RE125026	1981-12-28	Cadence Industries Corporation|PWH					The Doomsday story prev. pub. abroad 15May52.	
28d1bb58-8d75-2a7b-9016-d107dabad54b					John Creasey.	A Case for Inspector West|The Figure in the dusk.	A104140	1953-08-05	RE101468	1981-09-24	Diana Creasey|W||Colin John Creasey|C||Martin John Creasey|C||Richard John Creasey|C	Pub. abroad under the title, A Case for Inspector West,|1952-02-24|AIO-2166					
0a50a048-6db3-f209-fca5-26b4d773070a					J. B. Phillips.	Making men whole.	A105032	1953-09-08	RE101935	1981-10-05	J. B. Phillips|A	Pub. abroad|1952-11-29|AI-3763					
841399d7-f856-b259-35af-db18e6230dee					Mary Norton, illustrators: Beth Krush & Joe Krush.	The Borrowers.	A123109	1953-10-08	RE93867	1981-02-09	Mary Norton|A||Beth Krush|A||Joe Krush|A	Pub. abroad,|1952-10-23|AI-2660					
246a89b8-8266-a946-5722-4066dc3868f2					Clarence Wilbur Taber.	Taber's Cyclopedic medical dictionary.	A75966	1953-01-01	RE99781	1981-08-26	First Pennsylvania Bank, N.A.|E						
7c2d319e-e3cd-9d1c-072d-a2b4faab9416						Donald Duck.  Jan. 4, 1953.	A78335	1953-01-01	RE87543	1981-03-27	Walt Disney Productions|PWH						
29d889e5-a117-7ec7-c9fe-5914ebb7874c						Donald Duck.  Jan. 5, 1953 to Jan. 10, 1953.	A78336	1953-01-01	RE87544	1981-03-27	Walt Disney Productions|PWH						
07728b57-4a98-dc11-2360-2065a47e8d0b						Donald Duck.  Jan. 11, 1953.	A78337	1953-01-01	RE87545	1981-03-27	Walt Disney Productions|PWH						
69817500-74fb-2962-8fa6-d60d26bb5e5a						Donald Duck.  Jan. 12, 1953 to Jan. 17, 1953.	A78338	1953-01-01	RE87546	1981-03-27	Walt Disney Productions|PWH						
559d07cd-2ccf-7f91-600e-02c8b9a48886						Mickey Mouse.  Jan. 4, 1953.	A78373	1953-01-01	RE87536	1981-03-27	Walt Disney Productions|PWH						
3200b103-6686-d5fa-8030-ab29328774eb						Mickey Mouse.  Jan. 5, 1953 to Jan. 10, 1953.	A78374	1953-01-01	RE87537	1981-03-27	Walt Disney Productions|PWH						
feb4ec5b-d3c4-9019-b268-d7dfa4c5f2e4						Mickey Mouse.  Jan. 11, 1953.	A78375	1953-01-01	RE87538	1981-03-27	Walt Disney Productions|PWH						
9fc75035-ca80-f93e-0956-f7dbe27e373c						Mickey Mouse.  Jan. 12, 1953 to Jan. 17, 1953.	A78376	1953-01-01	RE87539	1981-03-27	Walt Disney Productions|PWH						
ffcc7046-a457-b656-1c93-5740221b7b94						Hopalong Cassidy.  Release Jan. 4, 1953.	A78409	1953-01-01	RE105021	1981-10-30							
b08cbbc2-d76a-6711-e932-387031398023						Hopalong Cassidy.  Jan. 5-10, 1953.	A78410	1953-01-01	RE104926	1981-10-30							
650f8fa8-1039-a4cc-44f7-b5945c46cfbc						Hopalong Cassidy.  Release Jan. 11, 1953.	A78411	1953-01-01	RE105020	1981-10-30							
6c680881-d53e-375b-5b7b-9e18ca22285a						Hopalong Cassidy.  Release Jan. 12-17, 1953.	A78412	1953-01-01	RE104927	1981-10-30							
e003fb44-454a-83a6-48ba-681dce00b433						Uncle Remus.  Jan. 4, 1953.	A78432	1953-01-01	RE87527	1981-03-27	Walt Disney Productions|PWH						
439e2df0-038d-180d-87fb-af50e83ef8ef						Uncle Remus.  Jan. 11, 1953.	A78433	1953-01-01	RE87528	1981-03-27	Walt Disney Productions|PWH						
36693c66-58f4-c408-73c2-34cfb90f1044						King Features weekly.	A78856	1953-01-01	RE109695	1981-12-21	King Features Syndicate, Inc.|PCW						
602690a5-90c3-74d6-1210-b06857985dd4						King Features illustrated weekly.	A78861	1953-01-01	RE109806	1981-12-21	King Features Syndicate, Inc.|PCW						
afbb8d14-0130-4914-3c56-409b8d40a1e3					Paul Frehm.	Ripley's Believe It Or Not!  Cartoon feature.	A78861	1953-01-01	RE124696	1981-12-04	Ripley International, Ltd.|PWH						
a41d6bb5-209a-2969-da09-c59e98692825						Gospel banner.  Music editor: Adger McDavid Pace.	A110039	1953-01-01	RE79300	1981-01-13	James D. Vaughan Music Publisher|PCW						
7af29783-0ca9-d849-3dc0-ae24a3203916					Albert Simonin.	Touchez pas au Grisbi.	AFO10547	1953-01-01	RE88011	1981-04-02	Marie Helene Pauline Bourquin|W						
6db5c1eb-e6ce-ba87-d914-d3f43c15636e						The Family circle.  Vol. 42, no. 1, Jan. 1953.	B393241	1953-01-01	RE91415	1981-05-04	The Family Circle, Inc.|PCW						
2038a9be-6eab-4bf6-d8fd-1b80ac0ed1cf					Leon Ware.	The Legacy.	B393241	1953-01-01	RE98969	1981-08-14	Mrs. Leon Ware|W||Elizabeth Ware Turner|C						
f4f95145-71bf-3dee-f777-fc2cbf5fd78b						Chicago daily tribune.  Vol. 112, no. 1, Jan. 1, 1953.	B393599	1953-01-01	RE84393	1981-02-12	Chicago Tribune Company|PCW						
9b85767f-6eb6-1539-62ff-881989ed911d						The New York times.  Vol. 102, no. 34676, Jan. 1, 1953.	B393683	1953-01-01	RE87077	1981-04-06	The New York Times Company|PCW						
0f360773-5bd2-5a05-5cd9-e3489ecc6ef1						Daily news.  Vol. 34, no. 163, Jan. 1, 1953.	B393700	1953-01-01	RE97824	1981-08-05	New York News, Inc.|PWH						
e5db36de-beec-c703-567c-22a5b0c69197						The Washington post.  No. 27958.	B393754	1953-01-01	RE108065	1981-12-04	The Washington Post Company|PCW						
2801eac2-c345-ed88-92d9-f2f8eb88425b						Science digest.  Vol. 33, no. 2, Feb. 1953.	B394288	1953-01-01	RE109508	1981-12-14	The Hearst Corporation|PCW						
ded49fa6-48e9-f474-03cd-54b24b17e367						Boys' life.  Vol. 43, no. 1, Jan. 1953.	B394856	1953-01-01	RE79367	1981-01-12	Boy Scouts of America|PCW						
275f824b-eb86-480d-9b77-7a750f1698f6						The Congressional digest.  Vol. 32, no. 1, Jan. 1953.	B394864	1953-01-01	RE76411	1981-07-14	The Congressional Digest Corporation|PCW						
2b60aea2-21d5-f93e-ea0a-4e83b7a7fa32						Sunset; the magazine of western living.  Vol. 110, no. 1, Jan. 1953.	B395392	1953-01-01	RE86315	1981-03-17	Lane Publishing Company|PCW						
d07ca878-60af-f072-3141-1b7dccee4b38						The Organic farmer.  Vol. 4, no. 6, Jan. 1953.  Text & ill.: Rodale Press.	B396005	1953-01-01	RE109345	1981-12-10	RodaLe Press, Inc.|PWH						
0a191fca-3d87-cae4-528f-3917bee09a06						Organic gardening.  Vol. 21, no. 1, Jan. 1953.  Text & ill.: Rodale Press.	B396006	1953-01-01	RE109346	1981-12-10	RodaLe Press, Inc.|PWH						
4d23452c-8d1e-bd02-b983-f69a4a9f4725						Prevention.  Vol. 5, no. 1, Jan. 1953.  Text & ill.: Rodale Press.	B396007	1953-01-01	RE109347	1981-12-10	RodaLe Press, Inc.|PWH						
0c38ce47-224f-e4f9-d4ab-49bf07abf914						Artnews.  Vol. 51, no. 9, Jan. 1953.	B396021	1953-01-01	RE83047	1981-02-10	Artnews Associates|PCW						
911e29a8-4985-2db6-7541-ba29c545eea0						Industrial and labor relations review.  Vol. 6, no. 2, Jan. 1953.	B397595	1953-01-01	RE82619	1981-02-04	Cornell University|PCW						
ae738a8b-e0b8-a1d5-d4f2-e435bb9bd76f						Electronic design.  Vol. 1, no. 1, Jan. 1953.	B397912	1953-01-01	RE113537	1981-12-31	Hayden Publishing Company, Inc.|PWH						
3c9061dd-1b80-fa27-19e2-9ff7b0f38caa						The American rifleman.  Vol. 101, no. 1, Jan. 1953.	B399168	1953-01-01	RE77534	1981-01-05	National Rifle Association of America|PCW						
f8e8cbfe-2231-947a-3330-30c66e7ae463						West Virginia history.  Vol. 14, no. 2, Jan. 1953.	B401841	1953-01-01	RE83799	1981-02-17	Archives and History Division of Department of Culture & History|PCW						
3cc69532-a9d0-7cb3-1a19-a66f76b33deb						The Review of politics.  Vol. 15, no. 1, Jan. 1953.	B486070	1953-01-01	RE79018	1981-01-19	The University of Notre Dame|PWH						
25091d0d-1eed-ec36-4f58-aa5ec2b8bfce					National Comics Publications, Inc., employer for hire of Wayne Boring.	Superman.	B5-25267	1953-01-01	RE98771	1981-08-19	Comics, Inc.|PWH						
1b66aedb-3f37-730d-4e18-7e6c1d2161fa					Gwenyth Jones.	Love and the other thing; a comedy in three acts.	DF441	1953-01-01	RE79440	1981-01-13	Augusta Jones|E						
337664cd-52b3-5bb5-5921-751fbdfcf1db					Diana Morgan.	After my fashion; a play in three acts.	DF442	1953-01-01	RE79441	1981-01-13	Diana Morgan|A						
0069c554-f133-d540-3730-d20bad2a9285					Malvina Hoffman.	Thomas Paine; 1/2 lifesize portrait (head & neck).	GP4357	1953-01-01	RE80871	1981-01-12	Charles Hoffman|E						
f5d76be1-0ea3-cbbb-84b6-5e5a66ff34aa						Golden spice.  No. H4917.	GP5314	1953-01-01	RE78554	1981-01-29	Doulton & Company, Ltd.|PWH						
80e91c5d-6fd1-38fa-07cd-8d66ac9648a0						Tiara.  No. H4915.	GP5315	1953-01-01	RE78553	1981-01-29	Doulton & Company, Ltd.|PWH						
d4428d82-ab7d-8d0a-12bc-58481b6d036e						Fairfield.  No. D6339.	GP5316	1953-01-01	RE78552	1981-01-29	Doulton & Company, Ltd.|PWH						
4c04afdd-e4c8-b288-ae60-373615cad2f1						Kingsmere.  No. H4909.	GP5317	1953-01-01	RE78551	1981-01-29	Doulton & Company, Ltd.|PWH						
1177a2b4-d49e-8d05-4fae-797d6d71d70c						Almond willow.  No. D6373.	GP5318	1953-01-01	RE78550	1981-01-29	Doulton & Company, Ltd.|PWH						
a1c0428f-863c-9c88-5818-dd74a4c63b7f						Valleyfield.  No. H4911.	GP5322	1953-01-01	RE78549	1981-01-29	Doulton & Company, Ltd.|PWH						
92a78117-1fff-f54c-e5e1-e6a96683edbc						Wall sconce.  No. 2545.	GP8954	1953-01-01	RE108487	1981-12-07	Syroco, Inc.|PWH						
2c8e3192-ba7a-9dda-b4b8-fd89f241f500						Wall bracket.  No. 2514.	GP9399	1953-01-01	RE108489	1981-12-07	Syroco, Inc.|PWH						
1a40cdc4-5300-e040-9930-e7567764e8eb						Madonna and child.	H4269	1953-01-01	RE97171	1981-04-28							
c0266542-3f24-a2f7-c4c8-c3bade8d9cf2						National wildlife conservation stamps.	K33638	1953-01-01	RE94673	1981-06-15	National Wildlife Federation|PWH						
e3673771-75b8-51db-6b93-a589af39273b					Charles L. Harness.	Flight into yesterday.|The Paradox men.	TX635974	1953-01-01	RE109328	1981-12-10	Charles L. Harness|A					Original version first pub. in Startling stories, May 1949.	
63d67acd-e75f-9898-6743-2caee27717d7						Reader's Digest condensed books.  Vol. 12.  Editor-in-chief: DeWitt Wallace.	A74303	1953-01-02	RE100660	1981-07-24	The Reader's Digest Association, Inc.|PWH						
40508cf3-ef3c-ec1c-811c-a12995705e8d					Jacob M. Ross, Egbert W. Nieman & Mary Rives Bowman.	Adventures for readers.  Book 2.	A74531	1953-01-02	RE86756	1981-03-24	Anna E. Ross|W||Helen Oser|C||Egbert W. Nieman|A||Mary Rives Bowman|A						
7d220f35-cb0e-08c3-86d6-343a204bb74b					Jacob M. Ross, Egbert W. Nieman & Mary Rives Bowman.	Adventures for readers.  Book 1.	A74532	1953-01-02	RE86757	1981-03-24	Anna E. Ross|W||Helen Oser|C||Egbert W. Nieman|A||Mary Rives Bowman|A						
1c4480ae-25fb-6876-ea24-f6da8e719f9f					Robert Frank, Louis Zahner & Sylvan Schendler.	Living language.  Grade 12.	A74533	1953-01-02	RE110040	1981-12-21	Sybil Frank|W||Andrea Frank|C||Joan Frank|C						
347f693b-64af-4dcb-0819-6992e53bc0e5					Joseph C. Blumenthal, Robert Frank & Louis Zahner.	Living language.  Grade 11.	A74534	1953-01-02	RE110039	1981-12-21	Margaret Walker Blumenthal|W||Sybil Frank|W||Carol B. Milner|C||Janet B. Leviton|C						
93703c70-c61a-55c8-054b-1b84143efa6c					Joseph C. Blumenthal, Robert Frank & Louis Zahner.	Living language.  Grade 10.	A74535	1953-01-02	RE110038	1981-12-21	Margaret Walker Blumenthal|W||Sybil Frank|W||Carol B. Milner|C||Janet B. Leviton|C						
a7e2c46b-f15d-cbf5-342f-857771fd84d6					Joseph C. Blumenthal, Robert Frank & Louis Zahner.	Living language.  Grade 9.	A74536	1953-01-02	RE110037	1981-12-21	Margaret Walker Blumenthal|W||Sybil Frank|W||Carol B. Milner|C||Janet B. Leviton|C						
5a37a443-9026-198b-bd9d-22944c2321ce					Robert R. Shrock & William H. Twenhofel.	Principles of invertebrate paleontology.	A74538	1953-01-02	RE106318	1981-11-20	Robert R. Shrock|A						
e597dbde-0f54-7cc4-acf2-aa507a3d03d0					Llewellyn R. Snyder.	Essential business mathematics.	A74539	1953-01-02	RE106058	1981-11-18	Marie N. Snyder|W						
1206af09-303e-e493-0f4c-03db24f9cfbd					Stuart Alfred Queen & David Bailey Carpenter.	The American city.	A74540	1953-01-02	RE106319	1981-11-20	Stuart Alfred Queen|A||David Bailey Carpenter|A						
1802e891-ca4b-a2d6-b62f-251298426833					Paul L. Brown & William R. Davidson.	Retailing: principles and practices.	A74544	1953-01-02	RE110174	1981-12-21	William R. Davidson|A						
72311b53-a845-cc02-43bb-1543d05841ad					Aileen Fisher.	Holiday programs for boys and girls.	A74747	1953-01-02	RE86639	1981-03-26	Aileen Fisher|A						
81090bcf-1f2f-854e-69e8-4ed26b17c2cb					R. R. Donnelley & Sons Company.	Clark and Barlow Hardware Company.  Catalog G: industrial supplies, contractors equipment, builders hardware & tools.	A74899	1953-01-02	RE104723	1981-11-02	Jaqua-McKee, Inc.|PWH						
03e1adb3-0430-b62d-669b-5443971a2675					Glenn O. Blough, artist: Jeanne Bendick.	The Tree on the road to Turntown.	A74922	1953-01-02	RE106059	1981-11-18	Glenn O. Blough|A||Jeanne Bendick|A						
86242a93-d4b8-86ed-94ed-4c1b525a5351					Stanley S. Surrey & William C. Warren.	Federal income taxation, cases and materials.	A74946	1953-01-02	RE87353	1981-04-07	The Foundation Press, Inc.|PWH						
8dcdf779-daf6-9292-4986-ed5c1c7894b0						Kentucky digest.  1785 to date.  Vol. 17-17A.	A74949	1953-01-02	RE87354	1981-04-07	West Publishing Company|PWH						
89e07391-43f8-dd96-a93c-be703922f797					West Publishing Company & Edward Thompson Company, employers for hire.	United States Code annotated; cumulative supplement.  Title 26: Internal Revenue acts.	A74950	1953-01-02	RE87355	1981-04-07	West Publishing Company|PWH						
127ad838-2fda-fcfc-2a5b-dfe409578db7					Demitri Boris Shimkin.	Minerals: a key to Soviet power.	A75047	1953-01-02	RE99724	1981-08-27	Demitri B. Shimkin|A						
c821cf00-1fcc-efee-a23d-12288f30c1d3					James Bryant Conant.	Education and liberty; the role of schools in a modern democracy.	A75048	1953-01-02	RE95574	1981-07-01	Grace R. Conant|W						
c4a27a11-6709-7551-d4e0-f212b8a3f995						Holmes-Laski letters; the correspondence of Mister Justice Holmes and Harold J. Laski, 1916-1935.  Editor: Mark DeWolfe Howe, foreword: Felix Frankfurter.|Mister Holmes	A75049	1953-01-02	RE96012	1981-07-10	Mary M. Adams|W						
3bebcb84-f5b2-3db5-8d06-1be172e2077f					George Murphy, Helen Rand Miller & Nell Appy Murphy.	Let's read.  Book 1: The Emerald book, reading for fun.	A75051	1953-01-02	RE86143	1981-03-16	Holt, Rinehart, and Winston|PWH						
a2aec9d5-3c8b-7ad1-7bd8-1ab95faadda5					West Publishing Company & Edward Thompson Company, employers for hire.	United States Code annotated.  1952 cumulative annual pocket part.  Titles 1-50, constitution, tables & index.	A75052	1953-01-02	RE87356	1981-04-07	West Publishing Company|PWH						
b08934e7-a7b6-3045-86f5-70da1e8cfca3					Edward Thompson Company, employer for hire.	Uniform laws annotated.  1952 cumulative annual pocket part.  Vol. 1-10.	A75054	1953-01-02	RE87357	1981-04-07	West Publishing Company|PWH						
d6db51a5-5cfc-c8b6-45ce-81cfde4352d5					Rae Foley, pseud. of Elinore Denniston.	The Man in the shadow.	A75078	1953-01-02	RE110652	1981-12-17	Sybil M. Elliott|E						
466003de-620f-b0ae-cdd6-aedf9e193622						All the best in Italy.	A75079	1953-01-02	RE110653	1981-12-17	Donald Clark|C						
0f4d83df-10e7-7a6d-0760-9bf0cffbc3e6					Norman A. Fox.	Long lightning.	A75081	1953-01-02	RE110654	1981-12-17	Rosalea S. Fox|W						
81de8587-c6a2-7448-f8e5-7a73e6e92f8d						The Running of the bulls.	A75082	1953-01-02	RE110655	1981-12-17	Homer Casteel, Jr.|A						
9ec7c743-b87e-ed24-a506-2417c7dd13a7					Field Enterprises, Inc., Educational Division.	The World book encyclopedia.  18 v. & reading & study guide.	A75197	1953-01-02	RE92284	1981-05-14	World Book-Childcraft International, Inc.|PWH						
4fab7469-458c-61ee-2cb4-396fd10a878c					Paul Rogers.	Tables and formulas for fixed end moments of members of constant moment of inertia.	A75414	1953-01-02	RE102489	1981-10-09	Paul Rogers|A						
39b751cb-cbc5-0ac5-50b8-a7a5741f40b4					Paul Evan Lehman.	Fighting sons of Texas; book.	A75421	1953-01-02	RE82691	1981-01-05	Shirley L. Lehman Weiermiller|M						
3d8af415-2b64-8b77-df5b-2ba649c3181a						Dictionary of world literature.  Editor: Joseph T. Shipley.	A75668	1953-01-02	RE113178	1981-12-31	Philosophical Library, Inc.|PWH						
175183bd-0fa3-995c-639e-3f8cfc160fbe					Richard Ellington.	Just killing time.	A75786	1953-01-02	RE105537	1981-11-16	Oakley Gentry|E						
4b72d737-ae02-ab0d-b564-d0126fb9a52a						Once around the park.  Text: Frank Shannon, ill.: Leo Hershfield.	A75787	1953-01-02	RE103853	1981-10-16	Frank Shannon|A						
45a5b4f3-b01a-a92a-8ac3-00f1f32a0464					David O. Woodbury.	The Glass giant of Palomar.	A76031	1953-01-02	RE110659	1981-12-17	David O. Woodbury|A						
9dfb6a1d-3906-55d2-f3c9-c9b554325730						Stagecraft and scene design.  Text: Herbert Philippi, editor: H. Drakes Albright.	A77267	1953-01-02	RE105987	1981-11-16	Richard Anthony Fisher|E						
827d6840-9443-8aae-2c50-0b660c542eb2						A Short course in organic chemistry.  Text: Harold Hart & Robert D. Schuetz, editor: Herman T. Briscoe.	A77268	1953-01-02	RE101066	1981-09-18	Harold Hart|A||Mary Ellen Schuetz|W						
b9ef9e32-58b0-ee16-fe8b-1d91a476a340						Methods of statistical analysis in economics and business.  Text: Edward E. Lewis.	A77271	1953-01-02	RE104223	1981-10-29	Estella Jordan|E						
7e20f8c2-0473-041b-7579-f33a8084ca80					Karl J. Holzinger & Norman A. Crowder.	Holzinger-Crowder Uni-Factor tests.  Form Bm.	A77352	1953-01-02	RE112353	1981-12-29	Marion Stone Holzinger|W||Ruth Holzinger Stokes|C||Norman A. Crowder|A						
993da924-eca0-7857-eed0-d4e5f4e37491						Advance California appellate reports.  Vol. 14, no. 1.	A77380	1953-01-02	RE82998	1981-02-09	Bancroft-Whitney Company|PWH						
533f0400-07bd-3e2e-1b1f-9bc455015522						Protein metabolism, hormones, and growth; a symposium.  Editor: William H. Cole.	A77810	1953-01-02	RE85707	1981-03-13	New Jersey|PWH						
fa4f01e3-b124-fa94-dbcd-fa19b612659d						The Conqueror.  w Grace Ramquist.	A78617	1953-01-02	RE98145	1981-07-31	Grace Ramquist|A						
83b8b4a5-62c4-c7fe-a629-f4dc004184ee						I know a story.  Revision: Miriam Blanton Huber, Frank Seely Salisbury & Mabel C. O'Donnell.	A79273	1953-01-02	RE104148	1981-10-26	Charlotte Huber|C||Mabel C. O'Donnell|A						
b3f791df-3f56-bb83-dd9d-bb52eb504857						It happened one day.  Revision: Miriam Blanton Huber, Frank Seely Salisbury & Mabel C. O'Donnell.	A79274	1953-01-02	RE104149	1981-10-26	Charlotte Huber|C||Mabel C. O'Donnell|A						
e15866df-7ef2-b7f1-d0e6-ed45eac18965						After the sun sets.  Revision: Miriam Blanton Huber, Frank Seely Salisbury & Mabel C. O'Donnell.	A79275	1953-01-02	RE104150	1981-10-26	Charlotte Huber|C||Mabel C. O'Donnell|A						
4e8fb94a-04dd-05ff-8c61-210a624a9110					Frank Abbott Magruder, revision & updating throughout: William Andrew McClenaghan.	Magruder's American Government 1953.	A79582	1953-01-02	RE122369	1981-12-21	William Andrew McClenaghan|A						
b208a2bf-d23f-4331-e755-483aab343679					David L. Coffin.	Manual of veterinary clinical pathology.	A79734	1953-01-02	RE111316	1981-12-23	David L. Coffin|A						
4a29577d-dcc0-8ead-bb8e-c0dfdf74a6cf					Basil Miller.	Koko and the fur thieves.	A80380	1953-01-02	RE107641	1981-11-30	Esther M. Howard|C						
9954a0a1-105c-4c27-5576-363379300110					Myrtle Roberts.	Pattern for freedom.	A80581	1953-01-02	RE93001	1981-05-04	Holt, Rinehart, and Winston|PWH						
f14cdd59-ab8f-d7db-7784-bf4d4f31a5c3					Joseph Kise.	Minnesota's government.	A81026	1953-01-02	RE93002	1981-05-04	Holt, Rinehart, and Winston|PWH						
468bb262-19b3-1c7f-058a-62f023867559					Solomon Fishman.	The Disinherited of art: writer & background.	A85853	1953-01-02	RE94591	1981-06-18	Charlyn Fishman|W						
10d3b8e2-dc1d-063c-a7d3-eca0c031de09						Superman.  Release the week of Jan. 5, 1953.	A101247	1953-01-02	RE98770	1981-08-19	Comics, Inc.|PWH						
12193c4f-ad6a-edd1-6eab-0ecf3b7805a7					Jack Kent.	King Aroo.  Release the week of Jan. 5, 1953.	A181779	1953-01-02	RE100538	1981-09-11	Jack Kent|A						
268fe5de-d7c2-7144-0d28-2ccf7dd3bf14					Verlie Forsyth.	In these times.	A292360	1953-01-02	RE77058	1981-01-05	Verlie Forsyth|A						
143ef6cd-110c-8d19-9287-89002b450f9f						Bela Bartok (1953); eine Schriftenreihe zur Zeitgenossischen Musik.  Editor: Heinrich Lindlar.	AFO10009	1953-01-02	RE100074	1981-09-01	H.|PWH						
3ecb3f5b-2ba4-baf6-48b7-dd5ccb7995f1						Weird fantasy.  Vol. 1, no. 18, Mar.-Apr. 1953.	B393233	1953-01-02	RE93605	1981-05-08	William M. Gaines|PCW						
7dd09174-6e9d-82b8-0850-f520c1812892						Films in review.  Vol. 4, no. 1, Jan. 1953.	B393307	1953-01-02	RE107388	1981-11-27	National Board of Review of Motion Pictures, Inc.|PCW						
a342992c-cfad-1b34-1bb8-3b2452659892						Chicago daily tribune.  Vol. 112, no. 2, Jan. 2, 1953.	B393600	1953-01-02	RE84383	1981-02-12	Chicago Tribune Company|PCW						
05900c73-3664-bede-ea38-9e2eb9495cf8						Christian Science monitor, Boston.  Vol. 45, no. 31, Jan. 2, 1953.	B393606	1953-01-02	RE79691	1981-01-22	The Christian Science Publishing Society|PWH						
7504570e-9d6e-c7df-ff53-f12b7b5e0c1f						The Wall Street journal.  Vol. 141, no. 1, Jan. 2, 1953.	B393639	1953-01-02	RE79398	1981-01-12	Dow Jones & Company, Inc.|PCW						
56ca175e-4eba-7627-0822-8ef3da23a58b						The New York times.  Vol. 102, no. 34677, Jan. 2, 1953.	B393684	1953-01-02	RE87078	1981-04-06	The New York Times Company|PCW						
